loan_index,property_value,house_indicator,credit_score,married,num_dependents,education,annual_income,coapplicant_indicator,coapplicant_income,interest_rate,pmt,pmt_1,pmt_2,pmt_3,pmt_4,pmt_5,pmt_6,pmt_7,pmt_8,pmt_9,pmt_10,pmt_11,pmt_12,pmt_13,pmt_14,pmt_15,pmt_16,pmt_17,pmt_18,pmt_19,pmt_20,pmt_21,pmt_22,pmt_23,pmt_24,pmt_25,pmt_26,pmt_27,pmt_28,pmt_29,pmt_30
2648,261078.09,1,602,0,0,Began Bachelors,44966.59,0,,7.29,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44,17324.44
2649,402698.04,1,627,0,0,Graduate Degree,74564.26,1,83073.23,7.23,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98,26563.98
2650,1436347.95,0,696,1,2,Began Bachelors,95083.07,1,82306.97,6.66,44728.9,44728.9,44728.9,44728.9,44728.9,44728.9,44728.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,525891.38,0,654,1,1,Bachelors Degree,105335.21,0,,7.16,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31,34450.31
2652,359646.51,0,721,0,0,High School,72820.96,1,90690.41,7,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1,23186.1
2653,930630.01,1,585,1,1,Began Bachelors,171639.84,0,,7.34,62058.96,62058.96,62058.96,62058.96,62058.96,62058.96,62058.96,62058.96,62058.96,62058.96,62058.96,62058.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,1166076.05,1,714,0,1,Began Bachelors,172673.16,1,121218.16,7.02,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99,75326.99
2655,818775.18,1,684,1,0,High School,153783.64,1,107030.28,7.09,53263.75,53263.75,53263.75,53263.75,53263.75,53263.75,53263.75,53263.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,720584.01,1,631,0,1,Bachelors Degree,134471.63,1,110435.63,7.22,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28,47486.28
2657,1465832.65,1,684,0,1,Began Bachelors,95603.19,1,62389.51,6.69,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7,45787.7
2658,229960.69,0,588,1,1,Began Bachelors,140691.8,0,,7.33,15319.83,15319.83,15319.83,15319.83,15319.83,15319.83,15319.83,15319.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,655800.06,1,632,0,2,Bachelors Degree,159460.59,0,,7.22,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04,43217.04
2660,1143080.7,1,604,0,0,Bachelors Degree,194152.31,0,,7.29,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78,75851.78
2661,536652.44,0,693,0,0,Graduate Degree,136892.45,1,93843.77,7.07,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11,34841.11
2662,1369444.15,0,689,0,2,High School,126089.78,1,117902.02,6.68,42733.03,42733.03,42733.03,42733.03,42733.03,42733.03,42733.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,407543.01,0,696,0,0,Bachelors Degree,59842.87,1,68792.17,7.06,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48,26432.48
2664,659439.99,0,723,1,0,Began Bachelors,153457.54,0,,6.99,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82,42470.82
2665,1165234.62,1,714,0,1,Began Bachelors,178454.45,0,,7.02,75272.64,75272.64,75272.64,75272.64,75272.64,75272.64,75272.64,75272.64,75272.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,1078367.27,1,753,0,1,Bachelors Degree,259573.53,1,164821.49,6.92,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53,68963.53
2667,800471.39,1,711,1,0,Bachelors Degree,133395.43,1,109742.31,7.02,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41,51709.41
2668,751813.61,1,668,1,2,Bachelors Degree,99192.72,0,,7.13,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26,49103.26
2669,1218464.02,1,648,0,0,Began Bachelors,205213.75,0,,7.18,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46,79978.46
2670,1322954.55,1,712,0,1,Began Bachelors,121994.4,1,94873.02,6.62,41028.75,41028.75,41028.75,41028.75,41028.75,41028.75,41028.75,41028.75,41028.75,41028.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,328774.45,1,708,1,1,Bachelors Degree,51218.48,1,59686.11,7.03,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71,21259.71
2672,688423.69,0,579,1,0,Began Bachelors,138082.84,1,101431.81,7.35,45952.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,371613.11,1,637,0,1,Began Bachelors,104533.83,1,97120.81,7.21,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94,24464.94
2674,722760.26,1,637,1,2,Began Bachelors,185613.51,1,114509.65,7.21,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52,47582.52
2675,664101.2,1,624,0,0,Graduate Degree,98296.54,0,,7.24,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83,43850.83
2676,965569.42,1,686,1,1,Bachelors Degree,135820.93,1,131021.76,7.09,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15,62813.15
2677,350133.31,0,652,1,1,Graduate Degree,176742.57,1,131015.21,7.17,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49,22959.49
2678,277547.52,1,647,1,1,High School,56329.7,1,84473.05,7.18,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87,18217.87
2679,522646.21,0,730,0,1,Bachelors Degree,178217.38,1,134157.15,6.98,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87,33626.87
2680,721009.74,1,670,0,0,Began Bachelors,152299.08,0,,7.12,47044.45,47044.45,47044.45,47044.45,47044.45,47044.45,47044.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2681,1306651.06,1,656,1,2,Began Bachelors,149483.08,0,,7.16,85596.63,85596.63,85596.63,85596.63,85596.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,1022186,1,623,1,2,Graduate Degree,180089.08,1,124414.34,7.24,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3,67495.3
2683,448530.94,0,698,1,2,Began Bachelors,60611.15,0,,7.05,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77,29061.77
2684,509793.01,0,620,1,2,Graduate Degree,149325.75,1,116033.84,7.25,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12,33695.12
2685,1157121.86,1,736,0,1,Bachelors Degree,191271.2,0,,6.96,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1,74299.1
2686,1697797.33,1,750,0,1,Began Bachelors,122916.14,1,111000.79,6.52,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07,52113.07
2687,704191.74,1,569,1,2,Bachelors Degree,120147.95,1,122343.93,7.38,47143.78,47143.78,47143.78,47143.78,47143.78,47143.78,47143.78,47143.78,47143.78,47143.78,47143.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,1534112.2,1,556,1,2,Began Bachelors,124375.85,0,,7.01,49501.12,49501.12,49501.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,1114957.1,1,717,0,1,Began Bachelors,185772.85,0,,7.01,71952.53,71952.53,71952.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,958309.11,1,693,1,2,Began Bachelors,112461.23,1,101753.88,7.07,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35,62216.35
2691,657474.62,1,629,1,2,Began Bachelors,88011.09,1,78484.78,7.23,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33,43370.33
2692,572743.31,0,630,0,1,Began Bachelors,112412.6,0,,7.23,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03,37781.03
2693,338463.71,0,674,0,0,High School,78741.61,0,,7.12,22084.08,22084.08,22084.08,22084.08,22084.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,1117891.48,1,613,1,2,High School,101880.23,0,,6.87,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31,35565.31
2695,497869.62,0,685,1,3,Bachelors Degree,102650.7,0,,7.09,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9,32387.9
2696,513674.34,1,628,0,1,Began Bachelors,87428.5,0,,7.23,33884.54,33884.54,33884.54,33884.54,33884.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,583755.78,1,724,1,0,High School,151126.08,0,,6.99,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42,37596.42
2698,382766.25,1,721,1,1,Began Bachelors,73760.35,0,,7,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6,24676.6
2699,1038229.22,1,661,1,1,Began Bachelors,248641.22,1,158024.33,7.15,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12,67945.12
2700,1316741.25,1,614,0,1,Bachelors Degree,212037.52,1,161867.78,6.86,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22,41849.22
2701,700219.9,1,660,1,1,Bachelors Degree,92102.8,1,69482.56,7.15,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68,45824.68
2702,502027.95,0,602,0,1,Graduate Degree,81846.54,1,82590.1,7.3,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1,33346.1
2703,973491.49,1,648,1,2,Began Bachelors,152705.07,0,,7.18,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77,63898.77
2704,1071789.76,0,618,1,1,Began Bachelors,199079.38,0,,7.26,70910.75,70910.75,70910.75,70910.75,70910.75,70910.75,70910.75,70910.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2705,537258.84,1,637,1,1,Bachelors Degree,149393.2,0,,7.21,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14,35370.14
2706,2432384.25,1,654,0,0,Bachelors Degree,236118.08,0,,6.76,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1,76525.1
2707,1736370.31,1,729,0,0,Graduate Degree,312496.53,0,,6.98,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45,111717.45
2708,1038629.62,1,679,1,2,Bachelors Degree,74491,0,,6.7,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55,32476.55
2709,602015.64,1,645,1,2,Began Bachelors,103187.61,1,91876.44,7.19,39554.81,39554.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,362332.52,0,606,0,1,Began Bachelors,165058.19,1,134396.59,7.29,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42,24043.42
2711,325307.84,0,688,1,1,Began Bachelors,129441.17,1,86446.56,7.08,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,21141.1,0
2712,1329848.58,1,605,0,2,Began Bachelors,169598.4,0,,6.89,42394.38,42394.38,42394.38,42394.38,42394.38,42394.38,42394.38,42394.38,42394.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2713,760066.26,1,729,1,1,Bachelors Degree,118691.39,1,91202.93,6.98,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39,48902.39
2714,724853.81,1,648,0,1,Bachelors Degree,91095.99,1,94567,7.18,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5,47578.5
2715,2111617.97,1,663,1,1,High School,195823.49,1,134769.54,6.74,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04,66298.04
2716,776287.8,0,706,1,2,Bachelors Degree,56984.36,1,47832.6,6.64,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55,24124.55
2717,401461.86,0,604,0,0,Bachelors Degree,60259.72,0,,7.29,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94,26639.94
2718,769607.29,0,691,0,0,Began Bachelors,152598.77,0,,7.07,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25,49965.25
2719,668962.08,1,719,0,0,Bachelors Degree,115795.47,0,,7,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4,43127.4
2720,855832.06,1,690,1,1,High School,149645.86,1,111422.72,7.08,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,55618.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,1641796.33,1,612,1,1,Bachelors Degree,188722.55,1,113019.5,7.27,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36,108730.36
2722,499982.8,1,562,1,1,Began Bachelors,130592.87,0,,7.4,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,33538.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,470959.69,0,696,1,1,Bachelors Degree,70482.47,1,82651.31,7.06,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57,30545.57
2724,435497.81,1,589,1,3,Began Bachelors,94875.35,1,94570.28,7.33,29012.57,29012.57,29012.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,1742314.58,1,727,0,1,High School,107176.09,1,82723.18,6.58,53812.15,53812.15,53812.15,53812.15,53812.15,53812.15,53812.15,53812.15,53812.15,53812.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,626346.61,1,704,1,1,Began Bachelors,224735.8,1,124544.64,7.04,40542.39,40542.39,40542.39,40542.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,834077.91,0,692,1,1,Began Bachelors,138542.25,1,141208.27,7.07,54150.88,54150.88,54150.88,54150.88,54150.88,54150.88,54150.88,54150.88,54150.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
